,tweet_id,rating(over_10),total_likes,total_retweets,dog_breed
1155,774314403806253056,14,24167,6478,Eskimo Dog
1156,774639387460112384,10,7508,2013,Walker Hound
1157,774757898236878852,12,9462,2035,Toy Poodle
1158,775085132600442880,13,17281,5488,Chow
1159,775364825476165632,11,8295,3472,Beagle
1160,775842724423557120,12,13022,3116,Chow
1161,776088319444877312,10,2045,179,Pug
1162,776201521193218049,10,10681,2919,Rottweiler
1163,776218204058357768,13,33345,18497,Samoyed
1164,776477788987613185,11,9858,3249,Labrador Retriever
1165,776813020089548800,12,5444,1405,Toy Poodle
1166,777189768882946048,12,15921,4999,Chihuahua
1167,777621514455814149,12,9742,2910,Chow
1168,777684233540206592,12,12518,3403,Cocker Spaniel
1169,777885040357281792,3,7078,1893,Afghan Hound
1170,778039087836069888,12,9417,3065,German Shepherd
1171,778286810187399168,11,11576,3836,Boston Bull
1172,778383385161035776,13,6515,1271,Collie
1173,778408200802557953,14,15135,5023,Pembroke
1174,778624900596654080,11,5177,1176,Airedale
1175,778650543019483137,10,6430,1729,German Shepherd
1176,778748913645780993,11,7717,1562,Staffordshire Bullterrier
1177,778990705243029504,11,22342,8437,Cocker Spaniel
1178,779056095788752897,13,16500,5247,Chihuahua
1179,779123168116150273,12,13206,4207,Toy Poodle
1180,779834332596887552,11,21252,8237,Golden Retriever
1181,780192070812196864,11,9712,2589,Vizsla
1182,780459368902959104,11,5892,1224,Great Dane
1183,780543529827336192,12,7040,2032,Golden Retriever
1184,780601303617732608,12,13525,3839,Saint Bernard
1185,780800785462489090,11,6141,1505,Siberian Husky
1186,780858289093574656,10,8033,2328,Chesapeake Bay Retriever
1187,781163403222056960,10,10895,3168,Shetland Sheepdog
1188,781251288990355457,11,9428,2458,Mexican Hairless
1189,781524693396357120,12,23163,6426,Chesapeake Bay Retriever
1190,781661882474196992,5,11634,3129,Pembroke
1191,782305867769217024,12,18630,6470,Briard
1192,782598640137187329,11,8694,2184,Malamute
1193,782722598790725632,10,19250,6238,Irish Setter
1194,782747134529531904,11,8310,1604,Golden Retriever
1195,782969140009107456,12,26949,8521,Golden Retriever
1196,783085703974514689,11,9112,2565,Chesapeake Bay Retriever
1197,783334639985389568,12,32651,13616,Cardigan
1198,783391753726550016,13,18908,6441,Norwegian Elkhound
1199,783466772167098368,11,9468,2608,Chihuahua
1200,783695101801398276,12,11650,3737,Chow
1201,783821107061198850,12,8209,2269,Lakeland Terrier
1202,784431430411685888,12,6329,1491,Miniature Poodle
1203,784517518371221505,11,10039,2970,Malamute
1204,784826020293709826,13,11310,3712,Chow
1205,785170936622350336,11,13491,5639,Eskimo Dog
1206,785264754247995392,12,8128,1911,Chow
1207,785533386513321988,11,10183,2334,Miniature Pinscher
1208,785872687017132033,12,7489,2130,Great Pyrenees
1209,785927819176054784,12,12696,3652,Toy Poodle
1210,786233965241827333,11,17178,5571,Labrador Retriever
1211,786363235746385920,13,12189,4072,Golden Retriever
1212,786595970293370880,11,10497,3601,Pembroke
1213,786664955043049472,12,11957,2996,Leonberg
1214,786963064373534720,12,29725,9327,Golden Retriever
1215,787322443945877504,10,8726,2032,Golden Retriever
1216,787397959788929025,11,12120,3300,Chihuahua
1217,787717603741622272,13,11416,3240,German Shepherd
1218,787810552592695296,11,9717,3540,Pug
1219,788150585577050112,13,6865,1510,Chow
1220,788178268662984705,13,8100,2488,Samoyed
1221,788412144018661376,11,16060,5990,Golden Retriever
1222,788765914992902144,12,30658,12014,Cocker Spaniel
1223,788908386943430656,11,30653,14409,Golden Retriever
1224,789137962068021249,12,10875,3244,Chihuahua
1225,789268448748703744,10,10196,3014,Malamute
1226,789530877013393408,12,13188,3942,Schipperke
1227,789599242079838210,12,7620,2279,Chesapeake Bay Retriever
1228,789628658055020548,13,8448,2080,Chow
1229,789986466051088384,12,10369,2704,Golden Retriever
1230,790277117346975746,11,14081,3732,Labrador Retriever
1231,790337589677002753,12,8740,2167,Pembroke
1232,790581949425475584,11,22473,8183,Malinois
1233,790698755171364864,12,9158,2203,Bernese Mountain Dog
1234,790946055508652032,12,18601,5496,Golden Retriever
1235,790987426131050500,12,11089,2483,Cocker Spaniel
1236,791312159183634433,12,9841,2963,Miniature Pinscher
1237,791406955684368384,12,14670,4797,Pembroke
1238,791672322847637504,13,13129,3661,Golden Retriever
1239,792050063153438720,11,8029,2088,Komondor
1240,792394556390137856,12,15128,4998,Cocker Spaniel
1241,792773781206999040,12,8209,1963,Yorkshire Terrier
1242,792883833364439040,12,12666,4964,Standard Poodle
1243,793120401413079041,11,14202,4551,Labrador Retriever
1244,793150605191548928,11,6909,1984,Italian Greyhound
1245,793165685325201412,12,10478,3238,Golden Retriever
1246,793180763617361921,11,7740,2310,Lakeland Terrier
1247,793195938047070209,12,17063,6547,Labrador Retriever
1248,793210959003287553,10,9997,3301,French Bulldog
1249,793226087023144960,11,11001,3338,Wire-Haired Fox Terrier
1250,793241302385262592,13,11780,3812,Golden Retriever
1251,793256262322548741,12,22350,9714,Basset
1252,793271401113350145,12,9677,2763,Siberian Husky
1253,793286476301799424,13,27597,10723,Afghan Hound
1254,793500921481273345,12,11953,2786,Golden Retriever
1255,793601777308463104,12,8926,1908,Miniature Pinscher
1256,793845145112371200,13,10295,2187,Old English Sheepdog
1257,793962221541933056,12,18910,5711,Labrador Retriever
1258,794332329137291264,12,10686,3088,Samoyed
1259,794926597468000259,12,11492,2697,Toy Poodle
1260,795400264262053889,12,11270,3323,Golden Retriever
1261,795464331001561088,13,55683,27728,Golden Retriever
1262,796031486298386433,13,12071,4284,Golden Retriever
1263,796080075804475393,12,9469,2703,Chow
1264,796116448414461957,11,10139,2813,Cardigan
1265,796149749086875649,11,36177,16628,Golden Retriever
1266,796387464403357696,12,12334,4861,Pekinese
1267,796484825502875648,12,8472,2042,Cocker Spaniel
1268,796759840936919040,11,13256,3562,American Staffordshire Terrier
1269,796865951799083009,12,8564,2198,Cardigan
1270,797236660651966464,12,22328,7726,Collie
1271,797545162159308800,12,16198,5656,Pembroke
1272,797971864723324932,12,13018,3652,American Staffordshire Terrier
1273,798209839306514432,13,11548,2954,Pekinese
1274,798925684722855936,11,8246,1663,West Highland White Terrier
1275,798933969379225600,12,14712,5203,Siberian Husky
1276,799063482566066176,11,9058,2863,Norfolk Terrier
1277,799297110730567681,11,11065,3227,Malamute
1278,799422933579902976,12,8965,2213,Miniature Pinscher
1279,799757965289017345,13,9390,2506,Border Collie
1280,800141422401830912,13,17092,2980,Golden Retriever
1281,800388270626521089,12,12456,3265,Golden Retriever
1282,800513324630806528,11,14685,3495,Pembroke
1283,800751577355128832,12,11701,3214,Cocker Spaniel
1284,801115127852503040,12,8992,2429,Dalmatian
1285,801167903437357056,13,27386,6961,Cocker Spaniel
1286,801538201127157760,12,9141,2391,Pembroke
1287,801958328846974976,12,8608,1992,Staffordshire Bullterrier
1288,802239329049477120,12,10132,3040,Eskimo Dog
1289,802265048156610565,11,7039,1573,Labrador Retriever
1290,802572683846291456,12,9959,2926,Golden Retriever
1291,802952499103731712,12,10085,2336,Chow
1292,803276597545603072,11,11207,2887,Pembroke
1293,803638050916102144,13,12270,4828,Labrador Retriever
1294,803773340896923648,12,11203,3220,Miniature Pinscher
1295,804738756058218496,12,15326,4480,Tibetan Mastiff
1296,805207613751304193,12,8680,1972,Pembroke
1297,805520635690676224,13,6368,1905,Malinois
1298,805826884734976000,12,7335,2132,Siberian Husky
1299,805932879469572096,12,9178,2209,Norwegian Elkhound
1300,806219024703037440,11,7145,1388,Chow
1301,806542213899489280,11,11363,2752,Vizsla
1302,806629075125202948,13,75639,37911,Cocker Spaniel
1303,807010152071229440,12,14514,4418,Golden Retriever
1304,807106840509214720,13,107015,56625,Chihuahua
1305,807621403335917568,14,16236,4288,Golden Retriever
1306,808001312164028416,12,14015,4098,Labrador Retriever
1307,808106460588765185,12,9701,2525,Golden Retriever
1308,808501579447930884,12,12595,3007,Airedale
1309,808733504066486276,12,8784,2509,Toy Poodle
1310,808838249661788160,13,11271,3536,Rottweiler
1311,809084759137812480,11,14685,4046,Vizsla
1312,809220051211603969,12,22246,6554,Pomeranian
1313,809448704142938112,12,7727,1696,Greater Swiss Mountain Dog
1314,809920764300447744,10,17250,4521,Norwich Terrier
1315,810254108431155201,12,16380,3901,Staffordshire Bullterrier
1316,810284430598270976,13,39640,13369,Malamute
1317,810657578271330305,11,12192,3057,Malamute
1318,810896069567610880,11,10093,2090,Flat-Coated Retriever
1319,811386762094317568,11,23302,7444,Pembroke
1320,811627233043480576,10,14265,3650,Beagle
1321,811744202451197953,13,8429,1884,Pekinese
1322,811985624773361665,11,8102,1647,Staffordshire Bullterrier
1323,812372279581671427,13,15224,4252,Golden Retriever
1324,812466873996607488,12,8900,2231,Great Dane
1325,812709060537683968,12,7373,1665,Irish Setter
1326,812781120811126785,10,8380,2191,Bull Mastiff
1327,813051746834595840,13,23337,8503,Golden Retriever
1328,813066809284972545,12,8865,2276,Toy Terrier
1329,813081950185472002,11,10989,3220,Doberman
1330,813096984823349248,11,11694,4207,Great Dane
1331,813112105746448384,12,11515,3225,Pembroke
1332,813127251579564032,11,13242,3652,Norwegian Elkhound
1333,813142292504645637,13,9361,2728,Beagle
1334,813157409116065792,12,8588,2557,Pembroke
1335,813172488309972993,12,10384,2236,Golden Retriever
1336,813187593374461952,13,22085,5096,Golden Retriever
1337,813202720496779264,11,10192,2090,Cocker Spaniel
1338,813217897535406080,13,20783,8476,Samoyed
1339,813800681631023104,12,9300,2060,Malamute
1340,813812741911748608,14,40402,16267,French Bulldog
1341,813910438903693312,11,10342,2194,Siberian Husky
1342,814153002265309185,12,32000,10080,Golden Retriever
1343,814530161257443328,12,9629,2156,Miniature Poodle
1344,814638523311648768,12,12511,3130,Golden Retriever
1345,814986499976527872,11,8485,1505,Dalmatian
1346,815639385530101762,12,9161,1918,German Shepherd
1347,815736392542261248,11,10937,2625,Border Collie
1348,815966073409433600,13,25057,9907,Tibetan Mastiff
1349,815990720817401858,11,5545,1207,Chihuahua
1350,816091915477250048,12,9927,2500,Pomeranian
1351,816336735214911488,11,9564,2269,Labrador Retriever
1352,816697700272001025,12,10905,2545,Chihuahua
1353,816816676327063552,12,11071,2361,Malamute
1354,817056546584727552,11,9517,1927,Kelpie
1355,817120970343411712,13,13367,3011,Saluki
1356,817171292965273600,13,9690,2326,Golden Retriever
1357,817415592588222464,11,6267,1131,Doberman
1358,817423860136083457,13,38260,17504,Samoyed
1359,817536400337801217,12,13105,3505,Pug
1360,817777686764523521,13,11901,3084,Curly-Coated Retriever
1361,817827839487737858,13,57622,31314,Cocker Spaniel
1362,818145370475810820,11,13671,3014,Golden Retriever
1363,818259473185828864,12,12197,2621,Miniature Schnauzer
1364,818536468981415936,11,12127,2873,Welsh Springer Spaniel
1365,818614493328580609,12,10971,2982,Chihuahua
1366,818627210458333184,13,24597,8564,Labrador Retriever
1367,819004803107983360,14,95450,42228,Standard Poodle
1368,819227688460238848,12,25652,7733,Border Terrier
1369,819347104292290561,12,8008,1383,Rottweiler
1370,819588359383371776,13,10606,2271,Cardigan
1371,819711362133872643,11,14916,3604,Toy Poodle
1372,819952236453363712,13,5927,1369,American Staffordshire Terrier
1373,820314633777061888,14,3706,648,Gordon Setter
1374,820749716845686786,13,34984,11525,Golden Retriever
1375,821044531881721856,12,14021,2636,Old English Sheepdog
1376,821107785811234820,11,10645,2487,Pomeranian
1377,821149554670182400,12,9718,2320,German Shepherd
1378,821407182352777218,14,13075,5053,Irish Setter
1379,821522889702862852,13,8871,2030,Doberman
1380,821765923262631936,13,9317,1899,Golden Retriever
1381,821886076407029760,13,12582,2692,Golden Retriever
1382,822244816520155136,11,38832,11421,Samoyed
1383,822462944365645825,14,31800,17209,Pomeranian
1384,822489057087389700,13,20083,7390,Samoyed
1385,822610361945911296,12,16327,3423,Cocker Spaniel
1386,822859134160621569,12,14576,2622,Malinois
1387,822872901745569793,13,132810,48265,Lakeland Terrier
1388,822975315408461824,12,19139,3958,Pembroke
1389,823322678127919110,11,17437,4637,Chihuahua
1390,823581115634085888,11,14376,3031,German Shepherd
1391,823699002998870016,12,13826,2772,Cairn
1392,823939628516474880,12,11755,3123,Schipperke
1393,824325613288833024,13,12999,11848,Pembroke
1394,824663926340194305,13,11113,1993,English Setter
1395,824775126675836928,12,16508,4069,Border Terrier
1396,825026590719483904,12,7020,1483,Eskimo Dog
1397,825147591692263424,13,20181,5244,Pekinese
1398,825535076884762624,14,56413,19669,Rottweiler
1399,825829644528148480,12,14025,2848,Great Pyrenees
1400,826115272272650244,13,17299,3599,Golden Retriever
1401,826204788643753985,13,5361,1075,Labrador Retriever
1402,826240494070030336,11,14614,2965,French Bulldog
1403,826476773533745153,12,20275,4821,German Shepherd
1404,826598365270007810,13,11117,2709,French Bulldog
1405,826848821049180160,13,40325,11878,Great Pyrenees
1406,826958653328592898,12,23767,5757,Golden Retriever
1407,827199976799354881,13,11659,2579,Great Dane
1408,827324948884643840,12,17523,3510,Golden Retriever
1409,827600520311402496,13,8143,1082,Pembroke
1410,827653905312006145,12,16983,3433,Collie
1411,827933404142436356,12,22180,5987,German Shepherd
1412,828011680017821696,11,11411,2451,American Staffordshire Terrier
1413,828372645993398273,12,13756,3344,Malamute
1414,828376505180889089,13,8112,1216,American Staffordshire Terrier
1415,828381636999917570,14,13864,2554,Bedlington Terrier
1416,828408677031882754,12,8398,1477,Weimaraner
1417,828409743546925057,12,6898,1305,Toy Poodle
1418,828650029636317184,14,10467,1544,Golden Retriever
1419,828708714936930305,10,40241,12882,Mexican Hairless
1420,828770345708580865,13,28085,6746,Chesapeake Bay Retriever
1421,829011960981237760,13,58302,18627,Boxer
1422,829141528400556032,12,26952,8530,Golden Retriever
1423,829374341691346946,13,38074,10706,Staffordshire Bullterrier
1424,829449946868879360,11,11519,2329,Labrador Retriever
1425,829501995190984704,12,34913,12224,French Bulldog
1426,829861396166877184,12,13441,2243,Border Terrier
1427,830097400375152640,13,10804,3455,Toy Poodle
1428,830583320585068544,13,73397,19297,Labrador Retriever
1429,830956169170665475,12,8735,1735,Kuvasz
1430,831262627380748289,12,13066,2350,Cocker Spaniel
1431,831309418084069378,12,12819,2786,Doberman
1432,831315979191906304,13,7117,1264,Briard
1433,831322785565769729,12,10042,1744,Old English Sheepdog
1434,831552930092285952,13,9872,2632,Chihuahua
1435,831650051525054464,13,7908,2243,Eskimo Dog
1436,831670449226514432,13,11469,2059,Pembroke
1437,831911600680497154,14,30380,7458,Bloodhound
1438,831939777352105988,12,26404,7031,Pomeranian
1439,832032802820481025,12,13887,4746,Whippet
1440,832273440279240704,14,12385,2673,Pembroke
1441,832369877331693569,11,18792,3652,Kelpie
1442,832397543355072512,12,13126,2548,Pekinese
1443,832636094638288896,12,17379,3220,Eskimo Dog
1444,832757312314028032,13,18423,4127,Cardigan
1445,832998151111966721,13,14549,2522,Boxer
1446,833124694597443584,12,22133,5513,Cardigan
1447,833479644947025920,13,16258,2357,Golden Retriever
1448,833722901757046785,13,22585,3636,West Highland White Terrier
1449,833826103416520705,13,16728,3904,Chihuahua
1450,833863086058651648,12,14661,2729,Kuvasz
1451,834086379323871233,12,14296,2512,Labrador Retriever
1452,834209720923721728,12,22594,5476,Golden Retriever
1453,834458053273591808,12,10512,1899,Rhodesian Ridgeback
1454,834574053763584002,13,14993,2882,Golden Retriever
1455,834786237630337024,13,22943,6159,Border Terrier
1456,834931633769889797,12,11838,1878,Soft-Coated Wheaten Terrier
1457,835152434251116546,0,24574,3443,American Staffordshire Terrier
1458,835172783151792128,12,28552,6516,Border Collie
1459,835264098648616962,12,8503,1939,Chesapeake Bay Retriever
1460,835297930240217089,12,17847,3381,Rottweiler
1461,835574547218894849,11,19447,4121,Staffordshire Bullterrier
1462,836001077879255040,13,20924,4935,Samoyed
1463,836260088725786625,13,23177,4850,Borzoi
1464,836753516572119041,12,21029,5237,Schipperke
1465,836989968035819520,12,13879,2610,Toy Poodle
1466,837110210464448512,13,17480,2731,Siberian Husky
1467,837366284874571778,13,23074,6005,American Staffordshire Terrier
1468,837471256429613056,12,13967,2631,Norwegian Elkhound
1469,837820167694528512,12,37277,8952,Golden Retriever
1470,838083903487373313,13,19183,3582,Chow
1471,838476387338051585,13,24664,5484,Great Pyrenees
1472,838561493054533637,13,11892,1504,Kelpie
1473,838921590096166913,13,12183,2357,Border Terrier
1474,839239871831150596,13,29684,7422,Leonberg
1475,839549326359670784,12,29957,8805,Norwich Terrier
1476,839990271299457024,13,14640,2597,Staffordshire Bullterrier
1477,840268004936019968,12,20950,6497,Chesapeake Bay Retriever
1478,840632337062862849,12,9761,1972,Golden Retriever
1479,841077006473256960,12,24926,5991,Brittany Spaniel
1480,841314665196081154,13,17305,5312,Afghan Hound
1481,841439858740625411,14,13755,4168,Labrador Retriever
1482,841680585030541313,12,27854,8748,Chihuahua
1483,842115215311396866,12,15204,3386,Chow
1484,842163532590374912,12,26569,6568,French Bulldog
1485,842535590457499648,13,19637,3937,Pembroke
1486,842765311967449089,12,7321,1439,Labrador Retriever
1487,842846295480000512,13,16440,4023,Labrador Retriever
1488,843235543001513987,13,23315,6852,Pembroke
1489,843604394117681152,11,18310,3081,Labrador Retriever
1490,843856843873095681,12,23211,5220,Labrador Retriever
1491,844223788422217728,12,14753,2450,Labrador Retriever
1492,844704788403113984,13,42022,11633,Labrador Retriever
1493,844973813909606400,12,16361,3617,Labrador Retriever
1494,844979544864018432,13,14738,2909,Shetland Sheepdog
1495,845306882940190720,12,25225,6039,Irish Water Spaniel
1496,845397057150107648,13,8241,2072,Dandie Dinmont
1497,845677943972139009,12,27154,5365,Chow
1498,845812042753855489,13,31737,9894,Samoyed
1499,846042936437604353,12,17256,3224,Golden Retriever
1500,846153765933735936,13,34394,10226,Giant Schnauzer
1501,846514051647705089,13,48410,13076,Golden Retriever
1502,846874817362120707,13,21685,4404,Shetland Sheepdog
1503,847116187444137987,11,23108,3583,American Staffordshire Terrier
1504,847157206088847362,11,21588,6572,Staffordshire Bullterrier
1505,847251039262605312,12,22036,4800,Airedale
1506,847606175596138505,12,20208,3774,Cardigan
1507,847842811428974592,12,5935,1522,Bernese Mountain Dog
1508,848212111729840128,6,17618,3444,Bedlington Terrier
1509,848324959059550208,12,20229,4037,Malamute
1510,848690551926992896,12,27104,4826,Flat-Coated Retriever
1511,849412302885593088,12,17039,3487,Schipperke
1512,849776966551130114,12,32390,8404,Chihuahua
1513,850019790995546112,12,21944,5459,Shetland Sheepdog
1514,850145622816686080,11,17519,4244,Kelpie
1515,850380195714523136,13,13994,2915,Yorkshire Terrier
1516,850753642995093505,11,33348,10352,Pug
1517,851224888060895234,13,22090,6350,Standard Poodle
1518,851591660324737024,11,17300,3819,Cardigan
1519,852189679701164033,12,12217,1741,Bernese Mountain Dog
1520,852553447878664193,13,17492,3885,Bloodhound
1521,852672615818899456,12,15939,2388,Golden Retriever
1522,852912242202992640,12,9658,2037,Great Dane
1523,853639147608842240,13,37198,11265,German Shepherd
1524,853760880890318849,12,30414,6403,Miniature Pinscher
1525,854010172552949760,11,17169,3433,English Springer
1526,854120357044912130,14,33911,8285,Black-And-Tan Coonhound
1527,854365224396361728,13,20046,5159,Pembroke
1528,854482394044301312,13,31131,7608,Chihuahua
1529,854732716440526848,12,24188,6690,Pembroke
1530,855459453768019968,12,31657,8987,Blenheim Spaniel
1531,855851453814013952,13,47844,19196,Flat-Coated Retriever
1532,856282028240666624,14,29086,6841,Chihuahua
1533,856526610513747968,14,12446,2068,Old English Sheepdog
1534,856543823941562368,12,17135,3131,Boston Bull
1535,857029823797047296,12,19910,4364,Golden Retriever
1536,857263160327368704,13,21041,4934,Samoyed
1537,857393404942143489,13,6236,1785,Malamute
1538,857746408056729600,13,36021,11524,Labrador Retriever
1539,857989990357356544,12,16952,2812,French Bulldog
1540,858107933456039936,12,16524,3154,Golden Retriever
1541,858471635011153920,13,22640,5271,Pembroke
1542,858843525470990336,13,16304,3771,Golden Retriever
1543,859196978902773760,12,75193,25661,Malamute
1544,859607811541651456,13,19476,1704,Golden Retriever
1545,859851578198683649,13,16105,3780,Labrador Retriever
1546,859924526012018688,12,20021,4349,French Bulldog
1547,860524505164394496,13,24678,5698,Bedlington Terrier
1548,860563773140209665,13,7878,2334,Cardigan
1549,861005113778896900,12,17538,4119,German Shepherd
1550,861288531465048066,13,18032,4479,Bouvier Des Flandres
1551,861383897657036800,13,37744,11528,Cardigan
1552,862096992088072192,13,66437,21840,Chow
1553,862722525377298433,11,17779,3809,Basset
1554,862831371563274240,13,20011,5457,Australian Terrier
1555,863062471531167744,13,8945,2687,French Bulldog
1556,863079547188785154,14,9094,1195,Lakeland Terrier
1557,863432100342583297,12,24829,5664,Staffordshire Bullterrier
1558,863553081350529029,13,15935,4489,Eskimo Dog
1559,864197398364647424,13,31459,9616,Golden Retriever
1560,864279568663928832,12,15195,3266,Bull Mastiff
1561,865006731092295680,13,29063,8209,Pembroke
1562,865359393868664832,13,27530,5384,Chesapeake Bay Retriever
1563,865718153858494464,13,26640,6008,Golden Retriever
1564,866334964761202691,12,54720,15546,Samoyed
1565,866450705531457537,13,106827,32883,French Bulldog
1566,866686824827068416,12,20070,3727,Flat-Coated Retriever
1567,867051520902168576,13,33420,8425,Samoyed
1568,867421006826221569,12,16755,2697,Eskimo Dog
1569,867774946302451713,13,35179,7788,Border Collie
1570,867900495410671616,12,24964,4439,Labrador Retriever
1571,868552278524837888,12,10539,2240,Whippet
1572,868622495443632128,13,28295,6275,Labrador Retriever
1573,868880397819494401,14,55098,12518,French Bulldog
1574,869227993411051520,13,21112,4023,Pembroke
1575,869596645499047938,12,16476,3327,Chihuahua
1576,869702957897576449,13,29116,6728,Pembroke
1577,869772420881756160,13,43710,10663,Pembroke
1578,870308999962521604,13,22453,4384,Greater Swiss Mountain Dog
1579,870374049280663552,13,85011,27680,Golden Retriever
1580,870656317836468226,13,12819,2817,Pembroke
1581,871032628920680449,13,23255,3999,Kelpie
1582,871515927908634625,12,20730,3628,Komondor
1583,871762521631449091,12,20787,3678,Labrador Retriever
1584,871879754684805121,13,39090,11918,Shetland Sheepdog
1585,872122724285648897,12,35324,8549,Pug
1586,872261713294495745,13,35085,6649,Labrador Retriever
1587,872486979161796608,12,41606,9429,Pembroke
1588,872620804844003328,13,21309,3911,Cocker Spaniel
1589,872820683541237760,13,15029,3884,Pug
1590,872967104147763200,12,28031,5669,Labrador Retriever
1591,873213775632977920,12,7467,1667,Vizsla
1592,873580283840344065,13,24837,4143,Newfoundland
1593,874012996292530176,13,35501,11007,Cardigan
1594,874057562936811520,12,23134,4125,Flat-Coated Retriever
1595,874296783580663808,13,26651,4308,Cocker Spaniel
1596,874680097055178752,12,28439,4875,Labrador Retriever
1597,875021211251597312,12,26022,4922,West Highland White Terrier
1598,875144289856114688,13,22185,5081,Siberian Husky
1599,875747767867523072,13,25773,4497,Labrador Retriever
1600,876120275196170240,13,28490,4903,Bernese Mountain Dog
1601,876484053909872640,13,19163,2511,Golden Retriever
1602,876838120628539392,12,21125,3506,Bloodhound
1603,877201837425926144,12,27755,5880,Pembroke
1604,877316821321428993,13,27907,5414,Saluki
1605,877556246731214848,12,23258,3994,Basset
1606,877736472329191424,13,71144,17300,Chesapeake Bay Retriever
1607,878057613040115712,14,42876,7181,French Bulldog
1608,878281511006478336,13,7913,1349,Basset
1609,878776093423087618,13,19763,4319,Italian Greyhound
1610,879008229531029506,13,19317,2812,Vizsla
1611,879376492567855104,12,17099,3261,Labrador Retriever
1612,879415818425184262,13,107956,45849,English Springer
1613,879492040517615616,12,23822,3323,German Short-Haired Pointer
1614,879862464715927552,13,22667,3642,Basset
1615,880095782870896641,11,28150,4533,Miniature Pinscher
1616,880221127280381952,12,27640,4436,Chihuahua
1617,880465832366813184,12,29075,6546,Golden Retriever
1618,880872448815771648,12,21734,3989,Pembroke
1619,881536004380872706,14,50199,16570,Samoyed
1620,881666595344535552,13,51522,11099,Saluki
1621,881906580714921986,12,24773,3533,Weimaraner
1622,882045870035918850,13,29900,5203,Golden Retriever
1623,882268110199369728,13,45880,12118,Golden Retriever
1624,882627270321602560,13,28382,6342,Pembroke
1625,882762694511734784,12,28903,5134,Labrador Retriever
1626,882992080364220416,13,24445,4122,Eskimo Dog
1627,883117836046086144,13,37914,6949,Golden Retriever
1628,883360690899218434,13,22986,3825,Chow
1629,883482846933004288,5,46860,10407,Golden Retriever
1630,883838122936631299,12,22349,3586,Doberman
1631,884162670584377345,12,20771,3128,German Shepherd
1632,884441805382717440,14,27478,5856,Pembroke
1633,884562892145688576,13,24765,5100,Pug
1634,884876753390489601,13,28514,6096,Chow
1635,884925521741709313,12,68152,16439,Italian Greyhound
1636,885167619883638784,13,22367,4556,Malamute
1637,885528943205470208,13,36689,6683,Pug
1638,885984800019947520,12,33382,7097,Blenheim Spaniel
1639,886258384151887873,13,28469,6523,Pug
1640,886366144734445568,12,21524,3316,French Bulldog
1641,886736880519319552,13,12306,3443,Kuvasz
1642,886983233522544640,13,35859,8084,Chihuahua
1643,887101392804085760,12,31061,6167,Samoyed
1644,887343217045368832,13,34222,10737,Mexican Hairless
1645,887473957103951883,13,69871,18781,Pembroke
1646,887705289381826560,13,30779,5609,Basset
1647,888078434458587136,12,22201,3653,French Bulldog
1648,888554962724278272,13,20290,3732,Siberian Husky
1649,888804989199671297,13,26080,4559,Golden Retriever
1650,888917238123831296,12,29611,4709,Golden Retriever
1651,889278841981685760,13,25652,5637,Whippet
1652,889531135344209921,13,15359,2321,Golden Retriever
1653,889638837579907072,12,27672,4735,French Bulldog
1654,889665388333682689,13,38818,8538,Pembroke
1655,889880896479866881,13,28268,5156,French Bulldog
1656,890006608113172480,13,31166,7624,Samoyed
1657,890240255349198849,14,32467,7711,Pembroke
1658,890609185150312448,13,28226,4429,Irish Terrier
1659,890729181411237888,13,56848,16716,Pomeranian
1660,890971913173991426,13,12041,2158,Appenzeller
1661,891087950875897856,13,20562,3261,Chesapeake Bay Retriever
1662,891327558926688256,12,41048,9774,Basset
1663,891689557279858688,13,42908,8964,Labrador Retriever
1664,891815181378084864,12,25461,4328,Chihuahua
1665,892177421306343426,13,33819,6514,Chihuahua
